"Nashville-Davidson Metro PD, TN"	"36.1627, -86.7816"	12	481286	81	16.8	12	470906	93	19.7	12	487097	99	20.3	12	502759	79	15.7	12	501398	69	13.8	12	499565	67	13.4	12	507328	88	17.3	12	514771	90	17.5	12	513648	87	16.9	12	521301	73	14	12	523681	105	20.1	12	530059	89	16.8	12	531908	112	21.1	12	524124	97	18.5	12	522935	68	13	12	553168	72	13	12	555059	60	10.8	12	560596	63	11.2	12	554888	72	13	12	555134	59	10.6	12	557034	95	17.1	12	560813	80	14.3	12	564169	73	12.9	12	602181	76	12.6	12	610176	79	12.9	12	605009	55	9.1	12	612789	50	8.2	12	620886	62	10	12	635673	35	5.5	12	647689	42	6.5	12	658029	72	10.9
"Austin PD, TX"	"30.2672, -97.7431"	12	406469	52	12.8	12	414220	48	11.6	12	469542	39	8.3	12	467423	43	9.2	12	468907	31	6.6	12	465622	46	9.9	12	475558	49	10.3	12	483975	37	7.6	12	502018	37	7.4	12	511676	37	7.2	12	523691	46	8.8	12	537484	40	7.4	12	546223	40	7.3	12	559758	32	5.7	12	560389	21	3.7	12	656562	32	4.9	12	671462	26	3.9	12	685784	25	3.6	12	682319	27	4	12	683298	26	3.8	12	693019	26	3.8	12	709813	20	2.8	12	716817	30	4.2	12	753535	23	3.1	12	768970	22	2.9	12	790390	38	4.8	12	807022	28	3.5	12	832901	31	3.7	12	859180	26	3	12	903924	32	3.5	12	938728	23	2.5
"City of Fort Worth PD, TX"	"32.7555, -97.3308"	12	424449	128	30.2	12	432542	200	46.2	12	432305	135	31.2	12	432889	97	22.4	12	430481	113	26.2	12	447619	130	29	12	457171	195	42.7	12	465262	153	32.9	12	463373	133	28.7	12	472288	132	27.9	12	460321	108	23.5	12	470254	68	14.5	12	477900	74	15.5	12	497830	64	12.9	12	498883	67	13.4	12	534694	61	11.4	12	546828	67	12.3	12	558493	53	9.5	12	576339	57	9.9	12	594950	52	8.7	12	613261	60	9.8	12	641752	50	7.8	12	670693	58	8.6	12	701345	49	7	12	723456	44	6.1	12	741206	63	8.5	12	756803	48	6.3	12	770101	45	5.8	12	789035	49	6.2	12	804907	53	6.6	12	829731	56	6.7
"El Paso PD, TX"	"31.7619, -106.4850"	12	474870	22	4.6	12	483925	46	9.5	12	494954	25	5.1	12	501544	31	6.2	12	515607	41	8	12	515342	34	6.6	12	526339	49	9.3	12	535655	44	8.2	12	554515	47	8.5	12	565183	44	7.8	12	590215	37	6.3	12	602951	30	5	12	612754	24	3.9	12	624510	17	2.7	12	623888	14	2.2	12	563662	20	3.5	12	576453	20	3.5	12	588750	14	2.4	12	586392	21	3.6	12	593924	11	1.9	12	601839	14	2.3	12	615553	13	2.1	12	616029	17	2.8	12	612374	17	2.8	12	618812	12	1.9	12	649121	5	0.8	12	662780	16	2.4	12	675536	23	3.4	12	679700	10	1.5	12	680273	21	3.1	12	686077	17	2.5
"Seattle PD, WA"	"47.6062, -122.3321"	12	495190	61	12.3	12	501279	50	10	12	494426	54	10.9	12	505380	56	11.1	12	514398	38	7.4	12	516259	53	10.3	12	532418	43	8.1	12	544940	60	11	12	531274	67	12.6	12	540268	69	12.8	12	529526	41	7.7	12	539591	37	6.9	12	547209	49	9	12	538105	49	9.1	12	542954	45	8.3	12	563374	36	6.4	12	572345	25	4.4	12	580089	26	4.5	12	576296	32	5.6	12	575816	24	4.2	12	579215	25	4.3	12	583772	30	5.1	12	585118	24	4.1	12	598077	29	4.8	12	602531	22	3.7	12	608660	19	3.1	12	618209	20	3.2	12	626865	23	3.7	12	642814	18	2.8	12	663410	26	3.9	12	683700	23	3.4
"Milwaukee PD, WI"	"43.0389, -87.9065"	12	621931	68	10.9	12	623278	83	13.3	12	607885	92	15.1	12	611140	81	13.3	12	600898	112	18.6	12	628100	155	24.7	12	636342	163	25.6	12	643017	146	22.7	12	623114	157	25.2	12	628737	139	22.1	12	622467	138	22.2	12	627139	130	20.7	12	628507	122	19.4	12	588339	111	18.9	12	580899	124	21.3	12	596974	122	20.4	12	601229	127	21.1	12	605600	111	18.3	12	594269	110	18.5	12	590874	87	14.7	12	586500	121	20.6	12	581005	103	17.7	12	572938	105	18.3	12	602131	71	11.8	12	604673	72	11.9	12	594833	95	16	12	597426	85	14.2	12	599395	91	15.2	12	600805	104	17.3	12	600374	86	14.3	12	600400	145	24.2
"Anchorage PD, AK"	"61.2181, -149.9003"	12	229579	14	6.1	12	238235	17	7.1	12	231039	15	6.5	12	217429	13	6	12	223363	11	4.9	12	226338	10	4.4	12	234571	25	10.7	12	241565	17	7	12	250720	23	9.2	12	253667	22	8.7	12	253500	29	11.4	12	254774	25	9.8	12	255634	23	9	12	254250	19	7.5	12	257762	19	7.4	12	260283	10	3.8	12	263588	10	3.8	12	267280	18	6.7	12	271085	17	6.3	12	273714	15	5.5	12	276109	16	5.8	12	277692	17	6.1	12	284142	22	7.7	12	280068	10	3.6	12	283300	14	4.9	12	291826	13	4.5	12	296955	12	4	12	299143	15	5	12	299455	14	4.7	12	301306	12	4	12	301239	26	8.6
"Mobile PD, AL"	"30.6954, -88.0399"	12	206505	26	12.6	12	208148	47	22.6	12	204800	32	15.6	12	211206	33	15.6	12	209507	40	19.1	12	196278	41	20.9	12	198629	40	20.1	12	200911	35	17.4	12	204286	42	20.6	12	205846	39	18.9	12	206138	54	26.2	12	207106	51	24.6	12	209336	52	24.8	12	245233	36	14.7	12	243239	30	12.3	12	243973	20	8.2	12	255551	42	16.4	12	256542	40	15.6	12	251345	24	9.5	12	250593	27	10.8	12	249798	35	14	12	250152	34	13.6	12	253842	38	15	12	251041	42	16.7	12	246171	24	9.7	12	251106	25	10	12	251869	30	11.9	12	251516	32	12.7	12	250557	29	11.6	12	250655	31	12.4	12	250346	24	9.6
"Chandler PD, AZ"	"33.3062, -111.8413"	12	40247	0	0	12	54045	3	5.6	12	71204	1	1.4	12	72619	2	2.8	12	82677	1	1.2	12	90533	1	1.1	12	92627	7	7.6	12	94652	2	2.1	12	102891	0	0	12	106525	6	5.6	12	123410	9	7.3	12	129554	2	1.5	12	133269	3	2.3	12	151136	5	3.3	12	164096	6	3.7	12	176581	4	2.3	12	182662	6	3.3	12	187795	3	1.6	12	206620	5	2.4	12	217471	3	1.4	12	231613	8	3.5	12	243919	9	3.7	12	250868	9	3.6	12	253076	6	2.4	12	256091	5	2	12	236123	6	2.5	12	239466	2	0.8	12	242721	4	1.6	12	248718	2	0.8	12	252369	1	0.4	12	258875	1	0.4
"Mesa PD, AZ"	"33.4152, -111.8315"	12	202450	8	4	12	210702	11	5.2	12	262428	9	3.4	12	267642	11	4.1	12	285883	10	3.5	12	288091	9	3.1	12	294754	15	5.1	12	301200	9	3	12	304695	6	2	12	315456	17	5.4	12	324654	17	5.2	12	340818	18	5.3	12	350592	13	3.7	12	364588	11	3	12	368537	9	2.4	12	396375	15	3.8	12	410026	17	4.1	12	421547	22	5.2	12	436569	14	3.2	12	445006	22	4.9	12	452340	29	6.4	12	459705	26	5.7	12	454576	22	4.8	12	456821	16	3.5	12	470833	14	3	12	439041	15	3.4	12	445256	18	4	12	451391	14	3.1	12	456155	22	4.8	12	462092	13	2.8	12	471034	16	3.4
"Anaheim PD, CA"	"33.8366, -117.9143"	12	240283	16	6.7	12	245897	11	4.5	12	246815	14	5.7	12	251045	19	7.6	12	251146	27	10.8	12	266406	20	7.5	12	271955	25	9.2	12	276314	35	12.7	12	276966	33	11.9	12	278918	24	8.6	12	283552	25	8.8	12	286146	14	4.9	12	289645	15	5.2	12	298630	18	6	12	299477	16	5.3	12	328014	11	3.4	12	334110	8	2.4	12	340065	17	5	12	336132	9	2.7	12	336195	10	3	12	335992	10	3	12	334792	10	3	12	335133	17	5.1	12	333746	11	3.3	12	335970	9	2.7	12	336265	7	2.1	12	340218	15	4.4	12	344526	15	4.4	12	345320	11	3.2	12	346956	14	4	12	349471	18	5.2
"Bakersfield PD, CA"	"35.3733, -119.0187"	12	133983	17	12.7	12	137114	22	16	12	154202	20	13	12	156340	22	14.1	12	161823	14	8.7	12	174820	25	14.3	12	178461	20	11.2	12	181321	16	8.8	12	189908	27	14.2	12	191246	35	18.3	12	192021	29	15.1	12	193777	25	12.9	12	196146	22	11.2	12	210354	20	9.5	12	213365	24	11.2	12	247057	23	9.3	12	251648	22	8.7	12	256134	22	8.6	12	263707	24	9.1	12	274162	23	8.4	12	285821	32	11.2	12	298198	24	8	12	318743	15	4.7	12	326046	25	7.7	12	330897	27	8.2	12	347483	33	9.5	12	351568	18	5.1	12	355696	34	9.6	12	361859	24	6.6	12	367406	17	4.6	12	373887	22	5.9
"Chula Vista PD, CA"	"32.6401, -117.0842"	12	93118	3	3.2	12	94874	2	2.1	12	121844	5	4.1	12	125662	8	6.4	12	129581	4	3.1	12	135163	7	5.2	12	137978	8	5.8	12	140189	7	5	12	146232	14	9.6	12	147262	7	4.8	12	150005	12	8	12	151377	5	3.3	12	153228	8	5.2	12	156454	5	3.2	12	162905	10	6.1	12	173556	3	1.7	12	176781	8	4.5	12	179932	5	2.8	12	195954	7	3.6	12	201356	15	7.4	12	206239	5	2.4	12	212393	7	3.3	12	218718	8	3.7	12	223408	6	2.7	12	224841	4	1.8	12	243916	2	0.8	12	246783	6	2.4	12	249830	8	3.2	12	255073	2	0.8	12	259894	7	2.7	12	265215	6	2.3
"Long Beach PD, CA"	"33.7701, -118.1937"	12	389728	63	16.2	12	398983	62	15.5	12	406297	62	15.3	12	413667	58	14	12	426025	85	20	12	429433	106	24.7	12	438378	94	21.4	12	445405	104	23.3	12	443259	126	28.4	12	446383	80	17.9	12	436034	80	18.3	12	440023	95	21.6	12	445404	56	12.6	12	430018	38	8.8	12	437218	46	10.5	12	461522	49	10.6	12	470099	49	10.4	12	478478	67	14	12	477368	49	10.3	12	480945	48	10	12	479729	42	8.8	12	478283	41	8.6	12	473959	42	8.9	12	467055	40	8.6	12	463969	40	8.6	12	462257	32	6.9	12	467691	25	5.3	12	469893	32	6.8	12	469665	34	7.2	12	471123	23	4.9	12	476318	36	7.6
"Oakland PD, CA"	"37.8044, -122.2711"	12	362095	95	26.2	12	370556	129	34.8	12	365983	114	31.1	12	367782	112	30.5	12	366305	129	35.2	12	372242	146	39.2	12	379995	149	39.2	12	386086	165	42.7	12	377037	154	40.8	12	379695	140	36.9					12	372145	93	25	12	376696	99	26.3	12	376375	72	19.1	12	371234	60	16.2	12	399484	80	20	12	406908	84	20.6	12	414161	108	26.1	12	407003	109	26.8	12	403445	83	20.6	12	400619	93	23.2	12	398834	145	36.4	12	396541	120	30.3	12	401587	115	28.6	12	404553	104	25.7	12	390724	90	23	12	395317	104	26.3	12	399487	127	31.8	12	403887	90	22.3	12	409994	80	19.5	12	419481	85	20.3
"Riverside PD, CA"	"33.9533, -117.3962"	12	187526	14	7.5	12	191908	25	13	12	201723	17	8.4	12	212616	13	6.1	12	216205	25	11.6	12	226505	22	9.7	12	231223	39	16.9	12	234929	23	9.8	12	241041	33	13.7	12	242740	37	15.2	12	242859	34	14	12	245081	18	7.3	12	248078	23	9.3	12	264267	17	6.4	12	265980	30	11.3	12	255166	17	6.7	12	259908	20	7.7	12	264540	20	7.6	12	277103	24	8.7	12	284762	17	6	12	290299	10	3.4	12	292698	11	3.8	12	299312	12	4	12	299384	19	6.3	12	299871	15	5	12	303871	9	3	12	307443	13	4.2	12	313532	16	5.1	12	316423	10	3.2	12	319453	12	3.8	12	323064	10	3.1
"Sacramento PD, CA"	"38.5816, -121.4944"	12	312944	39	12.5	12	320256	70	21.9	12	331728	78	23.5	12	340483	68	20	12	347172	44	12.7	12	369365	43	11.6	12	377058	66	17.5	12	383102	45	11.7	12	386732	85	22	12	389458	62	15.9	12	375845	57	15.2	12	379283	43	11.3	12	383921	41	10.7	12	384703	31	8.1	12	410089	54	13.2	12	407018	39	9.6	12	414582	40	9.6	12	421971	47	11.1	12	439811	43	9.8	12	450472	50	11.1	12	457347	52	11.4	12	460552	57	12.4	12	460546	44	9.6	12	467065	49	10.5	12	470308	30	6.4	12	466488	33	7.1	12	471972	36	7.6	12	476557	34	7.1	12	478182	34	7.1	12	482767	28	5.8	12	489717	43	8.8
"Santa Ana PD, CA"	"33.7455, -117.8677"	12	231937	33	14.2	12	237356	32	13.5	12	242765	31	12.8	12	246925	38	15.4	12	245880	53	21.6	12	293742	43	14.6	12	299860	59	19.7	12	304666	58	19	12	290970	78	26.8	12	293021	74	25.3	12	292289	72	24.6	12	294963	46	15.6	12	298570	27	9	12	312556	21	6.7	12	310437	15	4.8	12	337977	17	5	12	344258	24	7	12	350393	23	6.6	12	347016	17	4.9	12	346461	25	7.2	12	344991	17	4.9	12	343433	26	7.6	12	340223	23	6.8	12	339674	30	8.8	12	339196	25	7.4	12	324528	28	8.6	12	328343	13	4	12	332482	11	3.3	12	332848	13	3.9	12	336462	18	5.3	12	337304	12	3.6
"Stockton PD, CA"	"37.9577, -121.2908"	12	176633	27	15.3	12	180760	35	19.4	12	188067	33	17.5	12	191444	41	21.4	12	195727	42	21.5	12	210943	51	24.2	12	215336	55	25.5	12	218787	53	24.2	12	221867	45	20.3	12	223431	44	19.7	12	223752	42	18.8	12	225799	46	20.4	12	228560	45	19.7	12	239734	27	11.3	12	243661	32	13.1	12	243771	30	12.3	12	248301	30	12.1	12	252727	36	14.2	12	265593	37	13.9	12	274598	40	14.6	12	281747	41	14.6	12	289510	37	12.8	12	297170	29	9.8	12	293073	24	8.2	12	292212	33	11.3	12	291707	49	16.8	12	295136	58	19.7	12	299105	71	23.7	12	299796	32	10.7	12	299519	49	16.4	12	304890	49	16.1
"Aurora PD, CO"	"39.7294, -104.8319"	12	198033	10	5	12	200189	11	5.5	12	219945	20	9.1	12	219404	15	6.8	12	219780	7	3.2	12	222103	8	3.6	12	227670	11	4.8	12	233939	16	6.8	12	246610	19	7.7	12	252833	15	5.9	12	256957	18	7	12	262168	11	4.2	12	266967	17	6.4	12	262465	28	10.7	12	255938	11	4.3	12	276393	22	8	12	283876	17	6	12	289584	16	5.5	12	288830	18	6.2	12	293655	13	4.4	12	295888	28	9.5	12	302855	18	5.9	12	307621	14	4.6	12	316323	18	5.7	12	324014	19	5.9	12	325078	24	7.4	12	330740	9	2.7	12	336952	29	8.6	12	343484	20	5.8	12	350948	9	2.6	12	360237	24	6.7
"Colorado Springs, CO"	"38.8339, -104.8214"	12	251886	13	5.2	12	254629	23	9	12	275106	15	5.5	12	278944	10	3.6	12	284482	9	3.2	12	281140	9	3.2	12	288188	25	8.7	12	296124	17	5.7	12	304438	19	6.2	12	312122	14	4.5	12	324441	18	5.5	12	331020	12	3.6	12	337080	24	7.1	12	357741	8	2.2	12	352386	24	6.8	12	360890	15	4.2	12	370661	14	3.8	12	378114	25	6.6	12	374818	17	4.5	12	374576	14	3.7	12	374482	12	3.2	12	376807	15	4	12	374112	27	7.2	12	378403	24	6.3	12	401626	15	3.7	12	416427	20	4.8	12	423680	26	6.1	12	432287	18	4.2	12	436108	26	6	12	444949	20	4.5	12	452410	25	5.5
"Miami PD, FL"	"25.7617, -80.1918"	12	385892	131	33.9	12	396374	148	37.3	12	385089	128	33.2					12	381206	132	34.6	12	358548	129	36	12	367945	125	34	12	373791	128	34.2	12	372519	127	34.1	12	379980	116	30.5	12	378720	110	29	12	384976	124	32.2	12	391766	98	25	12	372949	86	23.1	12	373450	63	16.9	12	362470	66	18.2	12	371863	66	17.7	12	379044	65	17.1	12	381651	74	19.4	12	385186	69	17.9	12	388295	54	13.9	12	392934	77	19.6	12	410252	78	19	12	427740	63	14.7	12	419205	59	14.1	12	399457	68	17	12	404901	68	16.8	12	414327	69	16.7	12	418394	71	17	12	421996	81	19.2	12	437969	75	17.1
"Orlando PD, FL"	"28.5383, -81.3792"	12	142025	24	16.9	12	145882	14	9.6	12	150250	27	18					12	160197	19	11.9	12	164693	13	7.9	6	169009	10		12	171694	13	7.6	12	176748	15	8.5	12	180288	17	9.4	12	179649	19	10.6	12	182616	13	7.1	12	185837	14	7.5	12	181527	25	13.8	12	183547	19	10.4	12	185951	21	11.3	12	190769	15	7.9	12	194454	15	7.7	12	197268	21	10.6	12	203764	17	8.3	12	210290	22	10.5	12	216819	49	22.6	12	224417	39	17.4	12	229808	43	18.7	12	235109	28	11.9	12	238300	18	7.6	12	241548	29	12	12	246513	24	9.7	12	253238	17	6.7	12	259675	15	5.8	12	268438	32	11.9
"St. Petersburg PD, FL"	"27.7518, -82.6267"	12	249879	25	10	12	256667	33	12.9	12	246548	28	11.4					12	241862	44	18.2	12	238629	31	13	12	244883	31	12.7	12	248774	31	12.5	12	238727	19	8	12	243508	23	9.4	12	242228	30	12.4	12	246229	26	10.6	12	250572	21	8.4	12	241140	23	9.5	12	239119	20	8.4	12	248232	14	5.6	12	254664	21	8.2	12	259582	23	8.9	12	253095	22	8.7	12	253111	19	7.5	12	254713	30	11.8	12	253280	21	8.3	12	248069	26	10.5	12	243111	20	8.2	12	244933	11	4.5	12	244769	13	5.3	12	248105	21	8.5	12	248340	15	6	12	247084	15	6.1	12	250772	19	7.6	12	255821	14	5.5
"Tampa PD, FL"	"27.9506, -82.4572"	12	285280	70	24.5	12	293030	79	27	12	285856	61	21.3					12	289463	57	19.7	12	280015	62	22.1	12	287354	56	19.5	12	291920	49	16.8	12	288877	43	14.9	12	294663	62	21	12	289882	47	16.2	12	294670	43	14.6	12	299867	35	11.7	12	295027	40	13.6	12	292941	31	10.6	12	303447	38	12.5	12	311310	34	10.9	12	317322	37	11.7	12	320908	41	12.8	12	324704	30	9.2	12	329035	20	6.1	12	331487	25	7.5	12	337220	28	8.3	12	336911	27	8	12	345233	20	5.8	12	335709	27	8	12	340284	28	8.2	12	350758	23	6.6	12	351314	28	8	12	357124	28	7.8	12	364383	34	9.3
"Atlanta PD, GA"	"33.7490, -84.3880"	12	436214	145	33.2	12	445617	186	41.7	12	429953	207	48.1	12	444995	217	48.8	12	426482	246	57.7	12	394017	231	58.6	12	403085	205	50.9	12	410876	198	48.2	12	402877	203	50.4	12	411204	191	46.4	12	404337	184	45.5	12	413123	196	47.4	12	420865	150	35.6	12	414262	149	36	12	411291	143	34.8	12	416474	134	32.2	12	426511	144	33.8	12	435494	152	34.9	12	431043	148	34.3	12	430066	111	25.8	12	430666	90	20.9	12	485804	110	22.6	12	497290	129	25.9	12	533016	105	19.7	12	552901	80	14.5	12	420003	93	22.1	12	425533	88	20.7	12	437041	83	19	12	451020	83	18.4	12	454363	93	20.5	12	464710	94	20.2
"Fort Wayne PD, IN"	"41.0793, -85.1394"	12	165428	21	12.7	12	165599	16	9.7	9	173761	5		12	178214	11	6.2	12	180975	14	7.7	12	173072	17	9.8	12	175128	23	13.1	12	176751	18	10.2	12	175405	28	16	12	176603	38	21.5	12	184985	23	12.4	12	186196	13	7	12	186929	36	19.3	12	187096	24	12.8	12	187092	20	10.7	12	205727	20	9.7	12	206886	23	11.1	12	208386	24	11.5	12	211317	19	9	12	220980	22	10	12	220561	25	11.3	12	224820	18	8	12	248423	24	9.7	12	251194	25	10	12	251584	18	7.2	12	253691	23	9.1	12	254987	24	9.4	12	256625	22	8.6	12	254820	33	13	12	257172	12	4.7	12	259712	25	9.6
"Wichita PD, KS"	"37.6872, -97.3301"	12	284915	26	9.1	12	286163	23	8	12	290702	24	8.3	12	292733	15	5.1	12	297391	29	9.8	12	304011	18	5.9	12	306339	24	7.8	12	309955	29	9.4	12	313597	48	15.3	12	316629	42	13.3	12	311675	41	13.2	12	312706	24	7.7	12	315690	32	10.1	12	329179	31	9.4	12	332286	27	8.1	12	344284	31	9	12	345081	17	4.9	12	347801	20	5.8	12	356123	18	5.1	12	356179	29	8.1	12	355011	12	3.4	12	357372	26	7.3	12	358294	40	11.2	12	362602	30	8.3	12	367635	25	6.8	12	382368	16	4.2	12	384796	25	6.5	12	386409	23	6	12	386486	15	3.9	12	387493	21	5.4	12	389824	27	6.9
"Lexington-Fayette County PD, KY"	"35.8240, -80.2534"	12	210364	7	3.3	12	210432	24	11.4	12	212934	12	5.6					12	225918	11	4.9	12	225366	20	8.9	12	227060	13	5.7	12	229628	18	7.8	12	235094	8	3.4	12	237451	23	9.7	12	239660	14	5.8	12	241150	14	5.8	12	242640	24	9.9	12	241593	22	9.1	12	243243	24	9.9	12	260512	11	4.2	12	262045	24	9.2	12	263807	15	5.7	12	265224	18	6.8	12	268618	24	8.9	12	268124	15	5.6	12	270179	9	3.3	12	272815	16	5.9	12	281473	12	4.3	12	296406	13	4.4	12	295803	18	6.1	12	297847	14	4.7	12	302332	12	4	12	308712	18	5.8	12	311848	20	6.4	12	314077	15	4.8
"Louisville PD, KY"	"38.2527, -85.7585"	12	290069	30	10.3	12	290230	42	14.5	12	286516	43	15					12	282153	32	11.3	12	269063	39	14.5	12	271245	43	15.9	12	274312	39	14.2	12	273564	37	13.5	12	276307	52	18.8	12	272638	50	18.3	12	274506	63	23	12	276382	62	22.4	12	262393	39	14.9	12	256795	37	14.4	12	256231	39	15.2	12	257739	25	9.7	12	259472	35	13.5	3	623771	11		12	624697	66	10.6	12	623735	55	8.8	12	626018	50	8	12	624030	71	11.4	12	629679	71	11.3	12	631260	62	9.8	12	660582	52	7.9	12	665152	48	7.2	12	666200	62	9.3	12	671120	48	7.2	12	677710	56	8.3	12	680550	81	11.9
"New Orleans PD, LA"	"29.9511, -90.0715"	12	561364	152	27.1	12	563927	197	34.9	12	549536	205	37.3	12	538047	228	42.4	12	528589	251	47.5	12	496938	304	61.2	12	500791	345	68.9	12	505008	279	55.2	12	491619	395	80.3	12	493990	424	85.8	12	487179	363	74.5	12	488300	351	71.9	12	488509	267	54.7	12	471157	230	48.8	12	465828	158	33.9	12	484674	204	42.1	12	484289	213	44	12	486157	258	53.1	12	475128	274	57.7	12	471057	264	56	6	463072	134		12	431153	162	37.6	12	220614	209	94.7	12	281440	179	63.6	12	336425	174	51.7	12	343829	175	50.9	12	346974	200	57.6	12	362874	193	53.2	12	377022	156	41.4	12	387113	150	38.7	12	393447	164	41.7
"Minneapolis PD, MN"	"44.9778, -93.2650"	12	361021	29	8	12	362845	44	12.1	12	359371	38	10.6	12	364745	55	15.1	12	348384	46	13.2	1	368383	6		12	373303	64	17.1	12	377345	60	15.9	12	366642	58	15.8	12	370834	62	16.7	12	357709	96	26.8	12	361595	83	23	12	363932	58	15.9	12	362124	58	16	12	355949	47	13.2	12	382618	50	13.1	12	386726	43	11.1	12	390415	47	12	12	378602	46	12.1	12	376255	53	14.1	12	376277	47	12.5	12	375302	57	15.2	12	371240	47	12.7	12	376753	37	9.8	12	382618	18	4.7	12	382578	37	9.7	12	385531	32	8.3	12	390240	39	10	12	396206	36	9.1	12	404461	31	7.7	12	413479	47	11.4
"St. Paul PD, MN"	"44.9537, -93.0900"	12	267896	17	6.3	12	269250	12	4.5	12	265550	12	4.5	12	267945	17	6.3	12	261902	15	5.7	12	272235	18	6.6	12	275776	12	4.4	12	278762	33	11.8	12	271208	22	8.1	12	274210	29	10.6	12	264539	25	9.5	12	267292	26	9.7	12	268898	24	8.9	12	262492	22	8.4	12	260011	14	5.4	12	287151	20	7	12	290234	9	3.1	12	293002	13	4.4	12	286281	20	7	12	282709	20	7.1	12	278692	24	8.6	12	276989	17	6.1	12	271662	14	5.2	12	276083	18	6.5	12	280194	13	4.6	12	285461	16	5.6	12	287665	8	2.8	12	290700	13	4.5	12	294690	14	4.8	12	297984	11	3.7	12	300721	16	5.3
"Kansas City PD, MO"	"39.0997, -94.5786"	12	444942	91	20.5	12	448237	116	25.9	12	444382	131	29.5	12	447461	134	29.9	12	440435	140	31.8	12	434711	121	27.8	12	438188	135	30.8	12	441162	150	34	12	435428	153	35.1	12	439089	142	32.3	12	445549	107	24	12	448474	104	23.2	12	452070	100	22.1	12	447730	130	29	12	443992	117	26.4	12	441545	113	25.6	12	444267	103	23.2	12	447650	83	18.5	12	445965	82	18.4	12	446659	89	19.9	12	447915	126	28.1	12	448218	112	25	12	447725	90	20.1	12	451454	115	25.5	12	484684	100	20.6	12	459787	102	22.2	12	461458	108	23.4	12	464073	105	22.6	12	465514	99	21.3	12	468417	79	16.9	12	473373	109	23
"St. Louis PD, MO"	"38.6270, -90.1994"	12	431109	169	39.2	12	434298	195	44.9	12	429414	153	35.6	12	425187	140	32.9	12	405066	158	39	12	396685	177	44.6	12	399858	260	65	12	402573	231	57.4	12	387053	267	69	12	390437	248	63.5	12	371425	204	54.9	12	374041	166	44.4	12	377221	153	40.6	12	344153	113	32.8	12	340836	130	38.1	12	348189	124	35.6	12	350336	148	42.2	12	353004	111	31.4	12	340256	74	21.7	12	335143	113	33.7	12	346005	131	37.9	12	346879	129	37.2	12	348197	138	39.6	12	356204	167	46.9	12	355208	143	40.3	12	319294	144	45.1	12	320454	113	35.3	12	318667	113	35.5	12	318563	120	37.7	12	318574	159	49.9	12	317095	188	59.3
"Greensboro PD, NC"	"36.0726, -79.7920"	12	161650	13	8	12	163614	18	11	12	178921	18	10.1	12	182802	16	8.8	12	184321	24	13	12	183521	20	10.9	12	186521	35	18.8	12	189454	23	12.1	12	192951	27	14	12	196424	21	10.7	12	199635	36	18	12	203186	23	11.3	12	206016	35	17	12	200439	20	10	12	200645	19	9.5	12	223891	21	9.4	12	227700	20	8.8	12	231424	28	12.1	12	230606	36	15.6	12	232761	14	6	12	235393	30	12.7	12	236591	27	11.4	12	238122	40	16.8	12	249561	24	9.6	12	253191	24	9.5	12	269666	20	7.4	11	273086	34		12	276134	21	7.6	12	279343	27	9.7	12	282203	23	8.2	12	285950	26	9.1
"Raleigh PD, NC"	"35.7796, -78.6382"	12	171814	13	7.6	12	173901	16	9.2	12	182750	15	8.2	12	188308	11	5.8	12	189132	15	7.9	12	207951	24	11.5	12	211350	25	11.8	12	214674	19	8.9	12	224057	27	12.1	12	228090	30	13.2	12	240891	18	7.5	12	245176	25	10.2	12	248591	23	9.3	12	256084	28	10.9	12	263008	16	6.1	12	276093	26	9.4	12	280791	10	3.6	12	285383	19	6.7	12	310157	14	4.5	12	321850	16	5	12	332084	20	6	12	348345	19	5.5	12	367120	23	6.3	12	388661	34	8.7	12	406005	14	3.4	12	403892	14	3.5	12	409014	17	4.2	12	420594	17	4	12	428993	12	2.8	5	438363	8		12			
"Lincoln PD, NE"	"40.8258, -96.6852"	12	182373	7	3.8	12	179488	3	1.7	12	182615	10	5.5	12	185247	6	3.2	12	188922	4	2.1	12	191972	3	1.6	12	193749	0	0	12	195329	7	3.6	12	198228	4	2	12	200202	2	1	12	204828	2	1	12	206704	3	1.5	12	207330	7	3.4	12	211984	9	4.2	12	213512	9	4.2	12	225581	3	1.3	12	225841	6	2.7	12	227943	6	2.6	12	233721	5	2.1	12	236667	6	2.5	12	237710	4	1.7	12	240511	5	2.1	12	243243	6	2.5	12	251550	4	1.6	12	254438	5	2	12	258379	2	0.8	12	260685	4	1.5	12	264175	3	1.1	12	267565	5	1.9	12	271208	7	2.6	12	276585	1	0.4
"Omaha PD, NE"	"41.2524, -95.9980"	12	362883	24	6.6	12	332368	30	9	12	374934	28	7.5	12	377958	28	7.4	12	355110	23	6.5	12	335795	12	3.6	12	338987	35	10.3	8	341753	11		12	341499	32	9.4	12	344975	33	9.6	12	348089	27	7.8	12	350607	27	7.7	12	351745	31	8.8	12	368258	28	7.6	12	372364	34	9.1	12	390007	37	9.5	12	390456	25	6.4	12	394090	26	6.6	12	401692	35	8.7	12	406109	20	4.9	12	412128	31	7.5	12	416770	33	7.9	12	431810	42	9.7	12	437238	44	10.1	12	443037	30	6.8	12	408958	34	8.3	12	412608	43	10.4	12	417970	41	9.8	12	425076	42	9.9	12	438465	32	7.3	12	452252	48	10.6
